date;gold;silver;platinum;palladuim
11.10.2011;1712.48;32.91;1565.31;632.92
08.10.2011;1709.23;32.92;1574.64;619.09
07.10.2011;1724.01;29.99;1571.94;621.88
06.10.2011;1678.91;32.11;1513.11;588.67
05.10.2011;1756.74;32.62;1559.21;622.0
04.10.2011;1739.28;31.9;1592.6;632.85
01.10.2011;1681.71;31.17;1587.77;647.29
30.09.2011;1660.19;31.81;1580.25;641.53
29.09.2011;1693.02;34.27;1594.81;664.93
28.09.2011;1730.99;29.17;1638.79;670.23
27.09.2011;1685.53;34.34;1609.34;655.43
24.09.2011;1785.89;39.07;1749.76;686.48
23.09.2011;1811.31;41.29;1781.05;692.52
22.09.2011;1828.22;39.57;1801.71;723.11
21.09.2011;1814.61;40.97;1804.49;727.06
20.09.2011;1803.24;39.67;1799.27;720.5
17.09.2011;1745.38;39.6;1765.99;721.51
16.09.2011;1771.2;40.44;1765.32;703.18
15.09.2011;1785.53;39.07;1767.96;703.86
14.09.2011;1752.8;39.61;1764.44;693.94
13.09.2011;1795.59;40.34;1783.9;713.17
10.09.2011;1794.11;40.23;1772.63;727.38
09.09.2011;1732.9;38.87;1739.54;718.01
08.09.2011;1748.37;39.68;1741.73;710.16
07.09.2011;1800.24;40.66;1786.91;729.24
06.09.2011;1789.19;40.1;1774.57;732.09
03.09.2011;1732.22;38.75;1735.95;734.37
02.09.2011;1686.36;38.41;1718.41;730.09
01.09.2011;1698.27;38.04;1725.71;725.44
31.08.2011;1661.64;38.09;1697.82;702.32
30.08.2011;1650.45;37.9;1672.61;689.54
27.08.2011;1658.78;36.2;1693.12;693.4
26.08.2011;1593.93;39.08;1676.11;694.59
25.08.2011;1719.16;39.85;1737.74;708.11
24.08.2011;1756.17;40.49;1767.81;711.22
23.08.2011;1766.18;39.49;1781.47;709.2
20.08.2011;1752.29;37.94;1760.76;702.99
19.08.2011;1668.03;37.2;1711.26;722.24
18.08.2011;1654.72;36.34;1688.88;700.85
17.08.2011;1641.71;36.16;1673.09;688.43
16.08.2011;1612.5;35.53;1663.53;698.63
13.08.2011;1661.43;37.09;1694.57;697.71
12.08.2011;1689.16;36.23;1684.43;696.09
11.08.2011;1652.43;36.14;1655.49;703.84
10.08.2011;1674.0;37.7;1629.55;682.84
09.08.2011;1567.79;35.98;1573.52;669.39
06.08.2011;1516.97;37.92;1548.86;673.3
05.08.2011;1489.8;36.74;1572.83;705.85
04.08.2011;1495.73;35.64;1611.0;739.12
03.08.2011;1452.32;35.15;1600.77;743.15
02.08.2011;1427.63;35.06;1589.1;743.23
30.07.2011;1436.11;35.77;1585.84;735.96
29.07.2011;1434.82;36.2;1587.84;736.26
28.07.2011;1430.28;35.59;1597.04;739.4
27.07.2011;1425.85;36.12;1581.72;718.24
26.07.2011;1443.54;35.38;1593.83;718.87
23.07.2011;1415.1;35.45;1590.65;717.35
22.07.2011;1436.07;34.63;1596.23;713.32
21.07.2011;1428.55;36.36;1598.75;715.06
20.07.2011;1449.9;36.5;1614.63;720.43
19.07.2011;1447.9;34.58;1598.96;711.15
16.07.2011;1427.48;35.63;1586.19;699.95
15.07.2011;1436.72;33.16;1596.86;708.21
14.07.2011;1427.62;31.71;1584.32;701.32
13.07.2011;1409.47;33.18;1565.06;689.9
12.07.2011;1393.65;32.76;1559.34;693.44
09.07.2011;1368.24;32.15;1564.6;701.16
08.07.2011;1373.24;31.83;1551.16;692.81
07.07.2011;1359.23;31.17;1558.48;695.84
06.07.2011;1342.57;30.55;1540.76;679.9
05.07.2011;1336.62;30.26;1537.52;677.58
02.07.2011;1336.78;31.36;1525.06;673.43
01.07.2011;1351.36;30.82;1544.92;680.16
30.06.2011;1359.4;30.65;1543.54;669.77
29.06.2011;1363.94;30.87;1535.06;666.31
28.06.2011;1368.01;31.65;1525.69;664.41
25.06.2011;1377.33;32.61;1544.85;673.72
24.06.2011;1390.5;32.39;1558.74;682.85
23.06.2011;1386.57;32.48;1566.84;687.01
22.06.2011;1389.63;32.04;1574.25;679.95
21.06.2011;1392.45;32.06;1581.79;672.22
18.06.2011;1382.69;32.21;1582.67;674.02
17.06.2011;1382.15;31.96;1601.48;696.06
16.06.2011;1361.22;31.1;1604.49;708.52
15.06.2011;1362.47;31.85;1618.1;722.05
11.06.2011;1376.87;33.09;1645.81;729.98
10.06.2011;1366.3;32.26;1621.04;717.89
09.06.2011;1366.72;33.3;1618.17;713.85
08.06.2011;1383.02;32.93;1625.61;710.98
07.06.2011;1377.66;31.42;1625.25;702.79
04.06.2011;1372.09;33.36;1627.51;691.87
03.06.2011;1389.09;34.21;1639.05;695.11
02.06.2011;1377.8;34.75;1635.64;695.08
01.06.2011;1382.67;33.91;1638.16;697.18
31.05.2011;1383.41;34.01;1611.73;683.13
28.05.2011;1378.55;33.4;1609.97;681.59
27.05.2011;1380.84;33.73;1612.72;677.94
26.05.2011;1398.17;32.83;1617.92;675.74
25.05.2011;1390.38;31.73;1610.03;673.82
24.05.2011;1374.56;31.71;1600.99;663.36
21.05.2011;1348.68;32.08;1588.52;656.05
20.05.2011;1338.33;31.1;1590.26;651.75
19.05.2011;1344.69;30.91;1598.75;659.16
18.05.2011;1351.94;31.05;1600.99;647.27
17.05.2011;1351.69;32.73;1587.67;640.13
14.05.2011;1352.93;29.1;1592.0;647.37
13.05.2011;1337.23;35.2;1576.91;634.36
12.05.2011;1354.19;34.11;1601.58;652.0
11.05.2011;1359.25;34.04;1610.76;656.67
07.05.2011;1323.21;33.65;1589.36;637.7
06.05.2011;1327.47;35.31;1597.0;647.74
05.05.2011;1351.5;38.37;1630.43;679.27
04.05.2011;1359.12;42.8;1632.87;680.22
30.04.2011;1357.71;43.06;1622.54;687.04
29.04.2011;1353.51;40.05;1609.01;679.85
28.04.2011;1343.69;40.52;1610.11;668.28
27.04.2011;1349.82;41.49;1622.47;675.81
26.04.2011;1353.56;41.63;1630.76;688.48
23.04.2011;1351.01;41.55;1627.68;687.18
22.04.2011;1353.72;40.23;1629.49;692.58
21.04.2011;1361.88;39.11;1617.97;679.58
20.04.2011;1366.08;39.1;1628.33;672.53
19.04.2011;1344.19;38.58;1617.19;689.98
16.04.2011;1336.05;36.9;1624.12;697.74
15.04.2011;1320.91;36.45;1616.81;698.74
14.04.2011;1317.89;36.55;1611.66;696.91
13.04.2011;1322.29;37.44;1619.77;710.35
12.04.2011;1321.73;36.18;1622.59;715.06
09.04.2011;1329.5;35.72;1636.45;713.35
08.04.2011;1321.88;35.97;1621.83;711.53
07.04.2011;1321.76;34.55;1629.29;713.95
06.04.2011;1305.72;35.01;1627.49;714.53
05.04.2011;1300.05;34.15;1614.52;707.88
02.04.2011;1308.36;34.54;1622.56;700.47
01.04.2011;1311.96;34.41;1627.35;697.7
31.03.2011;1296.98;33.47;1601.35;692.82
30.03.2011;1288.53;33.37;1590.16;677.98
29.03.2011;1297.08;34.42;1578.41;675.94
26.03.2011;1301.23;34.28;1584.34;679.65
25.03.2011;1316.05;33.4;1600.71;682.11
24.03.2011;1302.46;32.67;1582.4;674.4
23.03.2011;1290.42;32.73;1578.74;668.07
22.03.2011;1302.16;32.06;1586.94;675.82
19.03.2011;1295.94;31.56;1573.8;661.02
18.03.2011;1296.95;32.09;1569.09;654.25
17.03.2011;1288.55;31.22;1562.66;655.1
16.03.2011;1299.46;33.41;1589.0;667.74
15.03.2011;1312.77;31.43;1621.04;696.71
12.03.2011;1297.72;32.39;1627.5;695.92
11.03.2011;1302.09;33.07;1636.46;703.95
10.03.2011;1302.22;33.09;1649.27;725.93
06.03.2011;1292.49;31.18;1655.69;734.56
05.03.2011;1285.08;31.29;1659.37;734.98
04.03.2011;1302.61;31.64;1680.96;749.42
03.03.2011;1316.63;31.63;1690.78;749.21
02.03.2011;1307.78;30.96;1672.52;743.34
01.03.2011;1310.0;30.24;1679.15;734.1
26.02.2011;1307.29;30.97;1662.73;723.9
25.02.2011;1326.17;31.21;1661.34;719.1
23.02.2011;1313.01;31.48;1716.47;788.09
22.02.2011;1311.82;29.94;1731.29;805.18
19.02.2011;1303.31;28.79;1724.27;792.99
18.02.2011;1294.71;28.93;1716.88;786.98
17.02.2011;1293.63;28.91;1729.86;792.46
16.02.2011;1292.02;28.4;1732.42;788.06
15.02.2011;1276.26;28.22;1715.79;775.12
12.02.2011;1281.07;28.09;1725.07;772.98
11.02.2011;1282.3;28.52;1730.81;771.98
10.02.2011;1283.54;27.72;1755.04;787.55
09.02.2011;1273.53;27.47;1742.88;778.79
08.02.2011;1271.88;27.3;1739.27;772.38
05.02.2011;1274.29;26.76;1733.41;767.88
04.02.2011;1257.33;26.68;1722.99;763.36
03.02.2011;1264.72;26.79;1731.06;778.5
02.02.2011;1275.2;26.46;1723.79;781.81
01.02.2011;1277.69;25.56;1714.13;777.06
29.01.2011;1255.28;26.13;1707.41;765.95
28.01.2011;1276.02;25.85;1720.12;771.81
27.01.2011;1278.54;25.56;1723.22;763.0
26.01.2011;1270.21;26.4;1711.81;752.93
25.01.2011;1293.26;26.05;1750.58;785.08
22.01.2011;1296.79;27.41;1748.35;779.62
21.01.2011;1312.35;28.2;1753.32;783.85
20.01.2011;1317.29;27.61;1770.13;789.18
19.01.2011;1315.26;27.09;1751.76;774.5
18.01.2011;1311.67;27.56;1745.03;759.46
15.01.2011;1318.65;28.14;1743.11;772.36
14.01.2011;1335.87;28.64;1739.56;788.51
13.01.2011;1352.15;28.87;1748.47;786.76
12.01.2011;1359.76;28.35;1721.12;750.28
01.01.2011;1376.11;29.96;1689.09;771.85
31.12.2010;1383.06;29.83;1724.54;780.94
30.12.2010;1369.91;28.37;1708.12;769.14
29.12.2010;1343.59;28.29;1678.89;743.58
28.12.2010;1351.47;28.46;1688.73;747.94
25.12.2010;1357.17;28.69;1695.84;751.09
24.12.2010;1361.25;28.87;1700.58;737.67
23.12.2010;1371.82;28.89;1703.66;745.66
22.12.2010;1368.86;28.85;1693.79;740.72
21.12.2010;1366.4;28.48;1682.02;734.15
18.12.2010;1355.51;28.74;1681.14;734.57
17.12.2010;1368.4;28.73;1683.8;744.51
16.12.2010;1371.13;29.51;1676.07;746.68
15.12.2010;1388.79;28.99;1691.26;750.24
14.12.2010;1379.19;28.6;1678.98;741.13
11.12.2010;1379.14;28.19;1667.86;736.2
10.12.2010;1376.65;28.91;1679.47;734.15
09.12.2010;1401.26;30.64;1693.56;740.31
08.12.2010;1431.52;29.71;1727.66;764.95
07.12.2010;1419.81;28.91;1739.18;769.51
04.12.2010;1398.94;28.65;1729.89;766.94
03.12.2010;1401.1;28.97;1723.65;754.98
02.12.2010;1407.25;27.44;1691.93;715.0
01.12.2010;1385.17;26.94;1663.21;702.15
30.11.2010;1368.86;26.79;1665.78;692.48
27.11.2010;1377.5;27.66;1655.22;688.5
26.11.2010;1378.46;27.57;1664.61;697.03
25.11.2010;1384.63;27.48;1667.09;697.22
24.11.2010;1368.03;27.56;1670.59;688.54
23.11.2010;1352.76;26.98;1660.19;707.52
20.11.2010;1350.76;26.44;1656.73;697.52
19.11.2010;1360.96;25.28;1663.14;685.12
18.11.2010;1347.04;25.68;1652.42;644.04
17.11.2010;1361.17;25.97;1667.45;671.97
16.11.2010;1356.44;26.58;1662.06;665.82
14.11.2010;1376.8;26.56;1697.57;697.08
13.11.2010;1372.23;27.45;1686.84;676.71
12.11.2010;1386.07;27.01;1731.36;700.39
11.11.2010;1383.47;28.17;1750.56;704.57
10.11.2010;1405.22;26.51;1766.13;715.38
09.11.2010;1376.57;25.89;1737.05;679.37
04.11.2010;1343.97;24.47;1694.68;634.15
03.11.2010;1344.49;24.66;1696.95;646.5
02.11.2010;1347.07;23.71;1699.79;648.06
30.10.2010;1322.94;23.48;1665.61;622.5
29.10.2010;1308.38;23.45;1661.0;616.46
28.10.2010;1309.32;23.08;1668.78;613.26
27.10.2010;1303.83;23.17;1654.71;593.27
26.10.2010;1307.05;22.4;1648.14;589.87
23.10.2010;1293.31;23.43;1628.65;571.64
22.10.2010;1329.3;23.43;1666.01;588.94
21.10.2010;1327.28;24.02;1657.49;570.32
20.10.2010;1337.48;23.49;1657.49;573.03
19.10.2010;1334.4;23.96;1645.74;563.3
16.10.2010;1333.89;23.72;1647.45;578.21
15.10.2010;1328.72;22.64;1648.45;572.58
14.10.2010;1315.85;22.31;1644.69;574.38
13.10.2010;1299.13;22.54;1620.65;560.85
12.10.2010;1293.36;21.46;1627.61;563.96
09.10.2010;1279.39;22.48;1623.15;552.91
08.10.2010;1295.24;21.84;1638.7;572.59
07.10.2010;1294.57;21.37;1634.79;566.08
06.10.2010;1297.3;21.56;1644.92;553.85
05.10.2010;1290.3;21.52;1635.42;554.95
02.10.2010;1287.92;21.65;1637.12;559.11
01.10.2010;1286.09;21.45;1618.65;557.21
30.09.2010;1278.05;20.69;1607.95;553.25
29.09.2010;1268.19;21.19;1585.97;534.23
28.09.2010;1277.73;21.01;1614.08;548.2
25.09.2010;1291.51;20.97;1635.78;555.21
24.09.2010;1287.33;21.01;1626.73;540.25
23.09.2010;1286.73;20.68;1621.67;534.91
22.09.2010;1277.84;20.9;1614.85;533.62
21.09.2010;1275.2;20.77;1616.6;540.86
18.09.2010;1280.64;20.75;1617.91;553.63
17.09.2010;1267.93;20.39;1590.84;549.56
16.09.2010;1255.58;20.07;1571.45;544.57
15.09.2010;1237.19;19.67;1549.88;536.04
14.09.2010;1226.2;19.63;1527.08;514.94
11.09.2010;1240.33;19.84;1542.52;519.47
10.09.2010;1244.5;19.88;1541.85;518.25
09.09.2010;1249.26;19.51;1543.2;520.36
08.09.2010;1232.35;19.62;1533.46;517.74
07.09.2010;1228.35;19.33;1538.51;520.05
04.09.2010;1235.44;19.19;1534.44;519.04
03.09.2010;1230.99;19.21;1517.35;512.03
02.09.2010;1237.81;18.69;1513.1;503.04
01.09.2010;1224.12;18.89;1501.49;483.79
31.08.2010;1217.55;18.76;1508.38;495.89
28.08.2010;1218.36;18.86;1510.0;493.46
27.08.2010;1229.05;18.46;1520.15;496.48
26.08.2010;1229.24;17.76;1510.84;483.75
25.08.2010;1204.39;17.74;1480.27;470.68
24.08.2010;1207.3;17.85;1482.31;468.36
21.08.2010;1207.02;18.1;1488.05;473.78
20.08.2010;1202.74;17.98;1504.4;478.94
19.08.2010;1196.35;18.14;1509.38;483.23
18.08.2010;1200.54;17.82;1511.63;479.73
17.08.2010;1199.07;17.72;1504.24;470.99
14.08.2010;1188.3;17.53;1504.2;464.56
13.08.2010;1174.76;17.74;1479.22;455.22
12.08.2010;1163.39;17.57;1489.69;461.28
11.08.2010;1155.21;17.84;1488.48;459.48
10.08.2010;1156.18;17.54;1493.64;466.88
07.08.2010;1145.64;17.6;1502.9;468.04
06.08.2010;1147.83;17.76;1513.16;475.26
05.08.2010;1144.28;17.65;1520.28;478.98
04.08.2010;1140.78;17.45;1531.96;490.42
03.08.2010;1143.25;17.14;1539.22;483.31
31.07.2010;1133.58;17.08;1509.18;476.53
30.07.2010;1132.78;17.13;1500.98;459.52
29.07.2010;1130.43;17.64;1495.59;456.45
28.07.2010;1151.1;17.51;1514.7;462.77
27.07.2010;1158.31;17.7;1510.96;463.71
24.07.2010;1171.02;17.41;1509.26;451.31
23.07.2010;1164.75;17.54;1489.55;440.58
22.07.2010;1164.53;17.16;1475.16;437.95
21.07.2010;1155.0;17.38;1477.11;435.02
20.07.2010;1169.98;17.94;1489.2;448.24
17.07.2010;1179.88;18.04;1486.67;453.44
16.07.2010;1190.65;17.97;1502.38;459.85
15.07.2010;1190.25;17.67;1500.27;458.52
14.07.2010;1196.83;17.92;1510.8;451.35
13.07.2010;1195.19;17.74;1513.16;450.77
10.07.2010;1184.4;17.82;1509.89;443.56
09.07.2010;1195.24;17.56;1518.37;444.76
08.07.2010;1185.57;17.84;1502.45;432.84
07.07.2010;1211.1;17.86;1521.44;439.13
06.07.2010;1208.85;17.99;1511.43;433.12
03.07.2010;1214.03;18.7;1520.42;439.28
02.07.2010;1250.64;18.9;1531.02;444.78
01.07.2010;1246.56;18.66;1540.49;451.19
30.06.2010;1239.65;19.17;1546.56;461.36
29.06.2010;1251.15;18.58;1577.88;478.15
26.06.2010;1241.41;18.36;1555.63;471.58
25.06.2010;1229.74;18.86;1538.6;465.67
24.06.2010;1237.64;18.54;1571.2;483.9
23.06.2010;1227.01;19.24;1581.38;488.72
22.06.2010;1244.24;18.54;1585.56;491.97
19.06.2010;1235.22;18.37;1559.91;474.63
18.06.2010;1237.75;18.56;1569.12;472.24
17.06.2010;1237.61;18.45;1579.69;472.81
16.06.2010;1237.0;18.64;1570.78;461.22
12.06.2010;1233.98;18.18;1559.03;455.98
11.06.2010;1238.46;18.55;1546.05;454.78
10.06.2010;1259.88;18.71;1560.83;453.97
09.06.2010;1268.72;17.65;1542.19;439.17
08.06.2010;1238.76;18.15;1527.51;430.15
05.06.2010;1202.15;18.25;1544.26;449.49
04.06.2010;1211.53;18.31;1552.46;458.89
03.06.2010;1224.4;18.35;1543.28;453.26
02.06.2010;1218.44;18.51;1542.35;453.51
01.06.2010;1193.39;18.31;1536.83;465.5
29.05.2010;1190.27;18.0;1538.33;459.83
28.05.2010;1202.0;18.14;1535.81;448.73
27.05.2010;1222.26;17.77;1542.31;453.62
26.05.2010;1201.96;17.97;1507.63;430.46
25.05.2010;1175.07;17.59;1514.81;442.73
22.05.2010;1181.75;17.9;1491.8;415.39
21.05.2010;1173.84;18.32;1543.37;433.05
20.05.2010;1193.63;18.57;1610.58;468.77
19.05.2010;1187.31;18.67;1636.82;491.54
18.05.2010;1214.23;19.38;1671.95;508.3
15.05.2010;1197.09;18.78;1667.96;522.81
14.05.2010;1185.61;18.81;1661.78;520.33
13.05.2010;1205.39;17.89;1652.82;518.57
12.05.2010;1180.13;18.02;1645.75;509.54
08.05.2010;1184.78;17.47;1640.48;500.74
07.05.2010;1147.46;17.17;1622.81;493.86
06.05.2010;1118.41;17.85;1588.86;486.68
05.05.2010;1115.51;17.54;1620.17;508.66
01.05.2010;1101.58;17.01;1628.11;516.46
30.04.2010;1101.73;16.91;1620.58;514.14
29.04.2010;1099.74;17.15;1619.97;505.36
28.04.2010;1076.63;17.15;1632.35;525.12
27.04.2010;1079.23;16.73;1637.55;533.07
24.04.2010;1072.96;16.92;1631.08;527.07
23.04.2010;1071.6;16.69;1635.15;530.07
22.04.2010;1069.73;16.84;1626.46;526.56
21.04.2010;1070.31;16.39;1600.07;507.75
20.04.2010;1058.39;17.23;1576.08;490.0
17.04.2010;1079.96;17.05;1605.48;505.91
16.04.2010;1070.84;17.11;1596.14;502.28
15.04.2010;1082.27;16.96;1615.47;508.92
14.04.2010;1072.61;17.26;1594.1;475.99
13.04.2010;1082.67;17.07;1605.17;479.22
10.04.2010;1089.83;16.95;1623.44;481.75
09.04.2010;1083.72;16.99;1605.96;473.57
08.04.2010;1067.32;16.88;1612.4;479.39
07.04.2010;1056.72;16.63;1582.25;466.31
06.04.2010;1055.09;16.61;1558.93;461.1
03.04.2010;1055.44;16.62;1559.45;461.26
02.04.2010;1056.29;16.56;1570.24;462.84
01.04.2010;1052.14;16.51;1556.17;454.24
31.03.2010;1047.68;16.19;1536.0;446.54
30.03.2010;1058.64;16.05;1533.77;439.17
27.03.2010;1041.9;15.93;1519.19;434.6
26.03.2010;1042.65;15.9;1511.3;426.21
25.03.2010;1040.29;15.96;1511.94;431.71
24.03.2010;1042.97;15.9;1522.64;433.96
23.03.2010;1041.6;16.33;1493.19;432.02
20.03.2010;1054.9;16.45;1526.62;448.67
19.03.2010;1054.84;16.48;1530.47;445.33
18.03.2010;1061.75;16.18;1537.37;446.76
17.03.2010;1053.14;16.1;1532.54;437.53
16.03.2010;1041.24;16.33;1516.59;431.96
13.03.2010;1057.11;15.98;1529.79;440.32
12.03.2010;1049.68;16.58;1506.18;428.03
11.03.2010;1074.66;16.29;1542.46;452.04
10.03.2010;1071.26;16.58;1515.07;441.89
06.03.2010;1088.77;16.63;1512.77;446.06
05.03.2010;1089.42;16.46;1511.05;439.13
04.03.2010;1089.14;15.88;1515.45;425.59
03.03.2010;1075.61;15.9;1492.94;422.15
02.03.2010;1075.1;15.51;1495.37;421.47
28.02.2010;1067.09;15.52;1476.07;414.03
27.02.2010;1074.42;15.38;1487.28;415.28
26.02.2010;1055.81;15.23;1458.96;401.94
25.02.2010;1055.31;15.54;1445.38;414.21
20.02.2010;1073.1;15.35;1459.88;414.89
19.02.2010;1070.32;15.69;1463.89;415.35
18.02.2010;1077.72;15.25;1491.89;422.12
17.02.2010;1079.9;15.08;1481.5;417.34
16.02.2010;1068.29;14.89;1473.94;406.14
13.02.2010;1045.52;14.9;1467.08;401.43
12.02.2010;1045.52;15.11;1468.28;402.91
11.02.2010;1045.86;14.78;1457.68;404.53
10.02.2010;1042.93;14.78;1454.05;400.38
09.02.2010;1049.78;14.88;1461.85;398.33
06.02.2010;1030.7;15.8;1446.76;379.08
05.02.2010;1063.58;16.2;1495.28;414.82
04.02.2010;1074.43;16.12;1523.51;428.43
03.02.2010;1081.03;15.75;1502.19;421.16
02.02.2010;1057.51;15.92;1481.69;409.52
30.01.2010;1059.35;16.26;1481.27;409.94
29.01.2010;1065.76;16.34;1480.89;410.98
28.01.2010;1066.19;16.35;1474.5;407.1
27.01.2010;1063.05;16.72;1481.4;417.13
26.01.2010;1067.71;16.72;1492.95;423.79
23.01.2010;1048.64;16.91;1488.08;416.01
22.01.2010;1055.91;17.67;1533.17;441.87
21.01.2010;1077.84;17.66;1564.73;439.16
20.01.2010;1076.21;17.71;1557.37;438.46
19.01.2010;1080.71;17.62;1543.4;436.76
16.01.2010;1075.84;17.66;1530.12;429.57
15.01.2010;1076.29;17.36;1495.93;405.92
14.01.2010;1079.48;17.54;1489.5;401.2
13.01.2010;1088.78;17.79;1523.49;410.86
12.01.2010;1095.63;17.14;1496.8;406.37
01.01.2010;1071.4;16.42;1422.71;390.13
31.12.2009;1062.32;16.94;1423.55;380.2
30.12.2009;1058.52;16.62;1413.59;372.35
29.12.2009;1050.94;16.48;1385.39;358.72
26.12.2009;1044.95;16.39;1377.5;356.67
25.12.2009;1062.8;16.28;1401.03;362.77
24.12.2009;1059.56;16.62;1369.93;348.12
23.12.2009;1071.04;16.9;1390.87;354.32
22.12.2009;1093.54;17.0;1404.69;359.52
19.12.2009;1092.81;17.18;1417.25;361.47
18.12.2009;1097.55;17.22;1410.22;362.1
17.12.2009;1100.98;16.68;1405.84;355.34
16.12.2009;1077.87;16.62;1389.15;351.88
15.12.2009;1082.0;16.92;1388.24;351.65
12.12.2009;1107.28;16.89;1394.78;356.47
11.12.2009;1108.5;17.5;1391.34;358.42
10.12.2009;1129.5;17.91;1408.1;364.88
09.12.2009;1129.83;17.51;1411.98;365.85
08.12.2009;1089.16;17.87;1360.14;347.87
05.12.2009;1129.53;17.94;1393.08;358.6
04.12.2009;1145.37;18.03;1410.26;365.73
03.12.2009;1131.75;17.49;1393.78;362.46
02.12.2009;1119.58;17.02;1377.08;357.4
01.12.2009;1095.33;16.8;1345.79;338.32
28.11.2009;1116.37;17.73;1373.77;345.12
27.11.2009;1098.24;17.3;1349.83;342.56
26.11.2009;1089.03;17.19;1354.22;345.27
25.11.2009;1085.39;17.4;1347.64;344.56
24.11.2009;1079.59;16.83;1360.14;342.58
21.11.2009;1059.92;16.88;1326.64;334.91
20.11.2009;1049.89;17.32;1321.61;338.26
19.11.2009;1058.04;16.71;1347.02;346.22
18.11.2009;1043.45;16.36;1329.49;342.05
17.11.2009;1040.46;15.97;1307.08;334.61
14.11.2009;1026.71;16.23;1259.86;328.18
13.11.2009;1028.69;16.25;1260.05;323.54
12.11.2009;1028.63;15.93;1259.55;311.89
11.11.2009;1016.15;16.34;1251.07;306.76
10.11.2009;1028.18;16.26;1261.45;307.48
07.11.2009;1021.5;16.21;1270.57;307.85
06.11.2009;1019.07;16.37;1273.84;310.03
04.11.2009;994.4;15.58;1253.81;301.7
03.11.2009;987.43;15.55;1252.12;305.99
31.10.2009;975.5;15.25;1240.27;305.4
30.10.2009;975.51;15.41;1243.45;300.96
29.10.2009;971.29;16.0;1233.46;304.85
28.10.2009;970.98;16.43;1238.97;307.88
27.10.2009;981.63;16.42;1264.48;311.7
24.10.2009;989.49;16.36;1276.43;312.35
23.10.2009;986.33;16.26;1268.04;313.27
22.10.2009;987.81;16.65;1270.51;315.05
21.10.2009;998.58;16.44;1275.44;313.46
20.10.2009;995.23;16.34;1274.12;310.51
17.10.2009;987.94;16.54;1264.46;306.45
16.10.2009;992.17;16.9;1269.79;306.37
15.10.2009;1009.85;17.04;1286.47;311.67
14.10.2009;1009.77;16.97;1287.23;317.78
13.10.2009;1000.96;16.77;1268.33;305.43
10.10.2009;996.45;16.94;1270.85;307.48
09.10.2009;1005.11;16.58;1273.12;301.13
08.10.2009;1002.51;16.23;1279.23;298.74
07.10.2009;978.55;15.57;1246.86;287.26
06.10.2009;971.16;15.68;1242.65;287.21
03.10.2009;966.57;16.03;1234.85;281.84
02.10.2009;972.08;15.9;1250.67;285.12
01.10.2009;966.01;15.5;1237.84;280.76
30.09.2009;959.5;15.39;1236.45;280.57
29.09.2009;961.68;15.73;1240.81;281.56
26.09.2009;966.02;16.24;1254.76;285.83
25.09.2009;980.24;16.53;1274.11;284.21
24.09.2009;978.76;16.63;1285.72;290.32
23.09.2009;987.5;16.22;1290.1;289.71
22.09.2009;975.72;16.71;1282.08;290.98
19.09.2009;990.23;16.97;1294.92;292.97
18.09.2009;997.03;16.89;1312.11;292.12
17.09.2009;1000.76;16.26;1311.71;292.26
16.09.2009;993.84;16.29;1304.2;290.93
15.09.2009;986.52;16.76;1287.91;287.75
12.09.2009;986.09;15.89;1271.32;287.46
11.09.2009;981.56;16.13;1272.01;288.96
10.09.2009;997.08;16.77;1284.72;290.39
09.09.2009;1013.28;16.35;1285.14;297.58
08.09.2009;1003.16;16.12;1276.25;295.06
05.09.2009;1003.21;15.98;1268.17;294.69
04.09.2009;1003.49;15.23;1268.53;293.13
03.09.2009;981.7;15.15;1245.88;291.94
02.09.2009;970.23;14.85;1275.94;297.28
01.09.2009;978.12;14.88;1273.44;295.84
29.08.2009;964.97;14.41;1252.46;290.28
28.08.2009;959.79;14.57;1256.32;289.41
27.08.2009;958.57;14.24;1259.92;289.74
26.08.2009;960.91;14.61;1256.54;285.99
25.08.2009;967.58;14.21;1269.14;287.1
22.08.2009;966.95;14.42;1265.3;279.35
21.08.2009;958.59;13.8;1270.0;279.4
20.08.2009;958.75;14.46;1254.04;276.05
19.08.2009;962.84;14.5;1268.39;278.1
18.08.2009;973.18;15.55;1285.12;281.32
15.08.2009;976.56;15.37;1296.3;281.49
14.08.2009;988.03;14.76;1302.22;283.18
13.08.2009;991.7;15.09;1289.69;282.74
12.08.2009;965.59;14.77;1278.95;278.65
11.08.2009;970.26;14.91;1274.01;278.82
08.08.2009;974.2;14.88;1254.65;273.85
07.08.2009;963.16;14.71;1287.22;275.69
06.08.2009;965.4;14.09;1287.2;280.26
05.08.2009;951.81;14.26;1225.82;269.52
04.08.2009;958.51;13.69;1215.4;263.17
01.08.2009;938.0;13.42;1187.9;258.41
31.07.2009;951.54;13.89;1196.57;261.37
30.07.2009;944.91;14.16;1203.98;260.59
29.07.2009;940.86;13.85;1194.06;258.12
28.07.2009;945.0;13.62;1189.16;256.02
25.07.2009;950.78;13.77;1181.28;257.28
24.07.2009;954.41;13.39;1176.96;255.77
23.07.2009;944.74;13.51;1164.06;253.8
22.07.2009;950.05;13.77;1181.87;253.61
21.07.2009;960.51;13.27;1184.18;250.15
18.07.2009;954.94;13.5;1194.56;252.4
17.07.2009;953.01;13.52;1180.0;249.65
16.07.2009;958.21;13.27;1179.73;249.34
15.07.2009;963.35;13.03;1174.73;247.17
14.07.2009;965.64;13.42;1160.68;247.65
