date;gold;silver;platinum;palladuim
11.07.2009;937.26;13.28;1139.13;241.01
10.07.2009;937.82;13.38;1141.07;244.0
09.07.2009;940.83;13.61;1137.28;242.17
08.07.2009;936.64;13.18;1154.43;244.85
07.07.2009;930.71;13.57;1171.59;245.43
04.07.2009;936.84;13.47;1188.5;251.16
03.07.2009;936.65;13.66;1188.83;252.18
02.07.2009;934.1;13.98;1179.29;249.7
01.07.2009;939.03;14.04;1193.5;250.48
30.06.2009;945.4;14.35;1191.11;246.47
27.06.2009;943.45;13.88;1208.58;244.12
26.06.2009;937.26;13.92;1179.79;236.76
25.06.2009;929.74;13.78;1176.25;237.25
24.06.2009;934.24;14.04;1182.72;237.56
23.06.2009;928.08;14.29;1202.28;244.07
20.06.2009;935.27;14.21;1210.97;241.39
19.06.2009;936.64;14.02;1205.86;241.47
18.06.2009;934.54;14.31;1212.02;243.2
17.06.2009;943.23;14.41;1232.46;248.71
16.06.2009;933.54;15.09;1231.03;247.41
12.06.2009;947.14;15.3;1254.25;254.92
11.06.2009;955.82;14.85;1262.82;255.55
10.06.2009;957.41;14.92;1251.41;253.3
09.06.2009;945.64;15.64;1233.87;248.77
06.06.2009;964.81;15.1;1275.89;260.51
05.06.2009;960.2;15.85;1240.89;243.21
04.06.2009;960.42;15.32;1223.33;246.24
03.06.2009;961.88;15.67;1194.56;235.16
02.06.2009;975.6;15.34;1203.93;235.25
30.05.2009;968.27;14.82;1158.54;234.1
29.05.2009;956.54;14.6;1134.05;225.6
28.05.2009;951.98;14.34;1138.96;230.6
27.05.2009;943.3;14.68;1135.57;231.32
26.05.2009;958.15;14.64;1147.08;233.61
23.05.2009;955.45;14.27;1148.55;231.72
22.05.2009;950.73;14.45;1165.15;237.68
21.05.2009;949.32;14.19;1173.74;238.22
20.05.2009;946.57;14.17;1165.88;239.34
19.05.2009;965.27;14.45;1150.33;233.6
16.05.2009;954.03;14.27;1151.03;232.06
15.05.2009;954.84;14.62;1142.81;231.15
14.05.2009;951.96;14.49;1173.3;243.71
13.05.2009;954.85;14.43;1170.73;244.94
09.05.2009;960.27;14.66;1207.79;252.23
08.05.2009;962.29;14.17;1227.17;247.75
07.05.2009;955.35;13.86;1195.9;235.8
06.05.2009;952.68;12.82;1179.5;229.99
05.05.2009;937.5;12.88;1140.47;224.7
01.05.2009;942.46;13.25;1177.81;235.35
30.04.2009;956.2;13.43;1159.85;230.9
29.04.2009;967.65;14.0;1184.48;234.09
28.04.2009;978.79;13.72;1239.92;247.98
25.04.2009;976.66;13.36;1268.91;251.42
24.04.2009;971.61;13.16;1278.46;250.91
23.04.2009;969.11;13.29;1269.16;246.38
22.04.2009;974.49;13.22;1283.98;248.9
21.04.2009;938.07;12.92;1273.4;251.23
18.04.2009;938.28;13.61;1305.2;251.79
17.04.2009;955.16;13.9;1308.65;254.64
16.04.2009;959.58;13.6;1320.67;252.73
15.04.2009;960.76;13.2;1319.3;256.56
14.04.2009;947.95;13.24;1286.55;253.0
11.04.2009;952.05;13.3;1292.1;254.1
10.04.2009;952.79;13.24;1299.14;251.2
09.04.2009;963.54;13.22;1254.32;244.35
08.04.2009;943.72;13.32;1248.27;240.96
07.04.2009;938.06;13.72;1229.76;237.85
04.04.2009;968.34;13.83;1238.48;238.46
03.04.2009;992.98;14.09;1237.5;238.82
02.04.2009;1003.52;14.31;1229.98;236.83
01.04.2009;1001.18;14.13;1226.26;233.26
31.03.2009;1009.35;14.46;1231.34;235.11
28.03.2009;995.84;14.61;1226.81;236.34
27.03.2009;1006.58;14.16;1230.92;233.49
26.03.2009;998.95;14.65;1217.71;223.37
25.03.2009;993.52;14.72;1197.04;225.71
24.03.2009;1020.14;14.62;1204.57;223.78
21.03.2009;1028.37;14.11;1201.37;222.44
20.03.2009;1019.17;13.71;1147.22;214.22
19.03.2009;1007.87;14.23;1161.97;216.9
18.03.2009;1021.4;14.5;1167.95;220.93
17.03.2009;1033.85;14.68;1183.94;221.78
14.03.2009;1030.27;14.38;1175.85;220.61
13.03.2009;1037.72;14.32;1189.21;224.68
12.03.2009;1016.12;14.35;1189.98;223.55
11.03.2009;1038.98;15.23;1191.15;224.55
07.03.2009;1077.46;15.11;1235.16;232.09
06.03.2009;1053.79;14.85;1211.58;228.47
05.03.2009;1061.1;14.77;1217.18;225.97
04.03.2009;1076.44;15.3;1219.9;224.66
03.03.2009;1103.99;15.36;1272.01;230.22
28.02.2009;1083.84;15.48;1210.46;225.09
27.02.2009;1085.33;15.86;1200.18;227.4
26.02.2009;1098.92;16.54;1195.17;227.54
25.02.2009;1146.37;16.63;1254.38;238.6
21.02.2009;1137.83;16.54;1256.14;250.53
20.02.2009;1129.6;16.3;1246.22;249.48
19.02.2009;1129.86;16.28;1303.48;256.48
18.02.2009;1102.43;15.52;1235.04;249.76
17.02.2009;1054.46;14.95;1189.76;241.53
14.02.2009;1043.56;14.82;1181.05;238.88
13.02.2009;1056.2;14.98;1212.84;241.67
12.02.2009;1062.18;14.93;1203.88;244.23
11.02.2009;1034.99;15.03;1164.37;241.42
10.02.2009;1046.48;14.97;1140.56;243.91
07.02.2009;1069.05;14.97;1148.58;236.27
06.02.2009;1067.86;14.48;1138.19;232.31
05.02.2009;1044.68;14.32;1116.18;223.47
04.02.2009;1047.74;14.44;1123.24;227.67
03.02.2009;1062.79;14.55;1134.03;226.81
31.01.2009;1045.81;13.37;1110.14;218.61
30.01.2009;979.65;13.36;1062.73;211.88
29.01.2009;951.77;12.72;1005.96;202.9
28.01.2009;950.57;12.84;1006.8;201.57
27.01.2009;958.91;12.12;1014.45;204.16
24.01.2009;923.22;11.97;982.44;193.53
23.01.2009;893.96;11.96;980.7;195.09
22.01.2009;903.09;11.88;985.48;194.16
21.01.2009;897.06;11.99;1015.24;195.53
20.01.2009;891.39;11.41;1021.0;197.85
17.01.2009;863.24;11.01;979.23;190.61
16.01.2009;842.01;11.15;947.65;183.32
15.01.2009;839.43;10.78;974.14;186.71
14.01.2009;818.62;11.13;943.6;183.7
13.01.2009;845.62;11.18;987.64;191.35
12.01.2009;831.71;11.01;969.88;192.41
01.01.2009;817.39;10.23;849.52;173.4
31.12.2008;821.8;10.32;856.75;173.33
30.12.2008;827.93;9.67;864.58;171.04
27.12.2008;780.32;9.6;798.27;163.2
26.12.2008;771.38;9.49;789.12;161.33
25.12.2008;769.72;9.84;787.43;160.98
24.12.2008;768.9;9.99;778.92;157.61
23.12.2008;768.88;9.64;778.88;160.87
20.12.2008;748.14;10.07;761.51;157.83
19.12.2008;774.49;9.75;775.82;159.78
18.12.2008;755.38;9.29;759.15;157.49
17.12.2008;739.64;9.17;739.19;155.29
16.12.2008;740.04;9.01;745.85;155.61
13.12.2008;727.52;9.29;735.79;155.56
12.12.2008;737.26;8.94;751.63;164.33
11.12.2008;703.99;8.81;739.16;158.58
10.12.2008;694.14;8.76;735.56;155.75
09.12.2008;695.3;8.52;758.1;160.26
06.12.2008;697.02;8.65;727.05;157.15
05.12.2008;694.59;8.48;726.28;154.6
04.12.2008;694.36;8.45;729.82;152.61
03.12.2008;695.83;8.93;723.31;154.48
02.12.2008;714.61;9.09;738.42;162.6
29.11.2008;722.02;9.11;761.52;165.08
28.11.2008;717.2;9.08;759.96;168.39
27.11.2008;718.57;9.09;763.43;171.51
26.11.2008;706.72;8.84;752.08;169.97
25.11.2008;726.36;8.16;741.7;164.53
22.11.2008;672.25;8.32;717.0;163.08
21.11.2008;660.62;8.33;711.81;162.22
20.11.2008;650.89;8.28;738.45;190.57
19.11.2008;649.52;8.38;724.92;190.49
18.11.2008;657.19;8.23;742.76;191.42
15.11.2008;641.2;8.23;738.32;191.61
14.11.2008;635.19;8.58;741.95;189.04
13.11.2008;646.06;8.78;733.93;192.54
12.11.2008;652.0;9.06;741.87;196.02
11.11.2008;651.7;8.78;758.55;197.66
08.11.2008;644.21;9.04;750.99;200.55
07.11.2008;639.4;8.89;745.82;194.67
06.11.2008;651.81;8.61;729.47;183.45
02.11.2008;636.2;8.08;708.68;172.38
01.11.2008;634.69;8.73;688.27;170.76
31.10.2008;659.02;8.0;730.49;172.38
30.10.2008;652.76;7.92;694.36;164.66
29.10.2008;653.94;7.91;698.71;153.61
28.10.2008;633.57;7.81;664.78;147.73
25.10.2008;602.47;8.13;668.15;149.64
24.10.2008;629.74;8.54;726.02;151.8
23.10.2008;655.65;8.53;737.44;154.93
22.10.2008;663.94;8.32;754.06;154.72
21.10.2008;672.69;8.01;764.0;149.11
18.10.2008;676.02;8.43;732.57;144.32
17.10.2008;707.48;9.26;777.42;157.69
16.10.2008;712.95;9.15;845.29;168.05
15.10.2008;712.49;8.9;864.72;171.1
14.10.2008;726.16;9.86;827.74;167.06
11.10.2008;773.51;9.81;858.62;165.99
10.10.2008;743.23;9.76;840.67;167.63
09.10.2008;767.98;9.79;840.31;169.91
08.10.2008;742.15;9.5;843.36;170.02
07.10.2008;704.04;9.43;807.15;166.65
04.10.2008;701.53;10.2;801.04;169.03
03.10.2008;719.14;10.19;817.72;171.85
02.10.2008;721.06;10.67;856.06;170.39
01.10.2008;731.7;10.65;854.06;165.59
30.09.2008;711.45;10.7;898.54;179.38
27.09.2008;699.09;10.73;922.74;190.66
26.09.2008;711.64;10.64;956.59;199.32
25.09.2008;716.16;10.78;987.38;203.93
24.09.2008;716.97;10.43;984.08;203.24
23.09.2008;709.24;9.87;969.21;199.85
20.09.2008;686.25;10.59;887.41;187.64
19.09.2008;706.62;8.81;914.09;194.59
18.09.2008;644.61;8.93;900.23;185.46
17.09.2008;639.43;8.89;918.46;186.15
16.09.2008;636.2;8.82;979.71;199.21
13.09.2008;625.93;8.81;977.53;202.45
12.09.2008;615.73;9.34;954.99;180.72
11.09.2008;636.66;9.9;986.75;190.77
10.09.2008;657.76;10.18;1056.86;205.62
09.09.2008;655.05;10.33;1108.67;221.73
06.09.2008;651.65;10.66;1117.12;225.06
05.09.2008;657.04;10.37;1153.57;239.15
04.09.2008;635.37;10.54;1108.4;229.52
03.09.2008;637.76;10.79;1106.24;231.26
02.09.2008;659.83;10.91;1150.73;241.09
30.08.2008;660.97;10.89;1165.49;236.26
29.08.2008;656.63;10.86;1141.21;230.45
28.08.2008;659.27;10.32;1136.62;231.75
27.08.2008;639.92;10.76;1124.56;229.18
26.08.2008;647.44;10.7;1121.23;226.29
23.08.2008;647.64;10.6;1135.33;227.85
22.08.2008;641.45;10.37;1091.48;225.02
21.08.2008;633.7;10.22;1065.91;223.87
20.08.2008;624.85;10.28;1037.21;216.45
19.08.2008;627.92;10.09;1088.14;225.19
16.08.2008;618.28;11.71;1095.13;225.33
15.08.2008;650.72;11.46;1196.41;251.46
14.08.2008;639.94;11.22;1172.71;245.41
13.08.2008;632.95;12.0;1166.11;242.61
12.08.2008;682.31;12.45;1240.2;264.63
09.08.2008;663.68;12.74;1208.36;264.86
08.08.2008;669.08;12.69;1207.0;268.39
07.08.2008;668.87;12.6;1207.33;274.43
06.08.2008;666.06;13.09;1167.87;262.96
05.08.2008;684.73;13.24;1227.25;276.15
02.08.2008;686.28;13.19;1295.59;282.96
01.08.2008;686.67;12.89;1319.88;284.61
31.07.2008;689.04;13.13;1328.18;290.21
30.07.2008;696.57;13.1;1324.51;291.75
29.07.2008;697.93;13.18;1315.88;290.67
26.07.2008;700.07;13.16;1314.16;292.87
25.07.2008;697.32;13.22;1304.82;292.38
24.07.2008;700.89;13.95;1333.18;293.93
23.07.2008;725.63;13.68;1399.81;314.71
22.07.2008;721.1;13.84;1397.04;313.44
19.07.2008;716.98;13.92;1395.94;315.43
18.07.2008;720.19;14.06;1454.57;322.57
17.07.2008;725.37;14.37;1456.7;326.19
16.07.2008;729.93;13.9;1498.16;334.58
15.07.2008;715.31;13.73;1509.41;336.09
12.07.2008;713.13;13.65;1532.96;341.91
11.07.2008;701.31;13.43;1491.92;336.06
10.07.2008;695.02;13.26;1480.0;332.74
09.07.2008;702.16;13.49;1512.75;340.03
08.07.2008;697.6;13.64;1504.27;342.36
05.07.2008;703.59;13.84;1528.52;344.71
04.07.2008;706.27;13.47;1551.2;351.73
03.07.2008;704.62;13.22;1562.06;352.31
02.07.2008;701.35;13.32;1565.67;352.37
